virus	strain	date	country	source	county	state
WNV	WNV_17_Yuma_AZ_08272018_2018.6534	2018-08-27	WNV_17_Yuma_AZ_08272018_2018.6534	Public	YUMA	AZ
WNV	WNV_20_Yuma_AZ_08132018_2018.6151	2018-08-13	WNV_20_Yuma_AZ_08132018_2018.6151	Public	YUMA	AZ
WNV	WNV_49808_9108_Ce_NV_07162018_2018.5384	2018-07-16	WNV_49808_9108_Ce_NV_07162018_2018.5384	Public	CLARK	NV
WNV	WNV_52751_9764_Cq_NV_08162018_2018.6233	2018-08-16	WNV_52751_9764_Cq_NV_08162018_2018.6233	Public	CLARK	NV
WNV	WNV_77366_11357_Cs_NV_05302019_2019.4096	2019-05-30	WNV_77366_11357_Cs_NV_05302019_2019.4096	Public	CLARK	NV
WNV	WNV_78319_11627_Cq_NV_06052019_2019.426	2019-06-05	WNV_78319_11627_Cq_NV_06052019_2019.426	Public	CLARK	NV
WNV	WNV_78325_11622_Cq_NV_06052019_2019.426	2019-06-05	WNV_78325_11622_Cq_NV_06052019_2019.426	Public	CLARK	NV
WNV	WNV_80719_12016_Cq_NV_060242019_2019.4781	2019-06-24	WNV_80719_12016_Cq_NV_060242019_2019.4781	Public	CLARK	NV
WNV	WNV_81857_12174_Cq_NV_07012019_2019.4973	2019-07-01	WNV_81857_12174_Cq_NV_07012019_2019.4973	Public	CLARK	NV
WNV	WNV_82669_12413_Cq_NV_070102019_2019.4973	2019-07-01	WNV_82669_12413_Cq_NV_070102019_2019.4973	Public	CLARK	NV
WNV	WNV_83189_12364_Cq_NV_07092019_2019.5192	2019-07-09	WNV_83189_12364_Cq_NV_07092019_2019.5192	Public	CLARK	NV
WNV	WNV_83204_12442_Cq_NV_07092019_2019.5192	2019-07-09	WNV_83204_12442_Cq_NV_07092019_2019.5192	Public	CLARK	NV
WNV	WNV_83216_12406_Cq_NV_070112019_2019.5247	2019-07-11	WNV_83216_12406_Cq_NV_070112019_2019.5247	Public	CLARK	NV
WNV	WNV_83237_12454_Ct_NV_070152019_2019.5356	2019-07-15	WNV_83237_12454_Ct_NV_070152019_2019.5356	Public	CLARK	NV
WNV	WNV_83240_12450_Ct_NV_070152019_2019.5356	2019-07-15	WNV_83240_12450_Ct_NV_070152019_2019.5356	Public	CLARK	NV
WNV	WNV_83253_12482_Cq_NV_070162019_2019.5384	2019-07-16	WNV_83253_12482_Cq_NV_070162019_2019.5384	Public	CLARK	NV
WNV	WNV_83688_12544_Cq_NV_070172019_2019.5411	2019-07-17	WNV_83688_12544_Cq_NV_070172019_2019.5411	Public	CLARK	NV
WNV	WNV_83689_12551_Cq_NV_070172019_2019.5411	2019-07-17	WNV_83689_12551_Cq_NV_070172019_2019.5411	Public	CLARK	NV
WNV	WNV_84352_12613_Cq_NV_070232019_2019.5575	2019-07-23	WNV_84352_12613_Cq_NV_070232019_2019.5575	Public	CLARK	NV
WNV	WNV_84777_12761_Cq_NV_070252019_2019.563	2019-07-25	WNV_84777_12761_Cq_NV_070252019_2019.563	Public	CLARK	NV
WNV	WNV_84784_12766_Cq_NV_070252019_2019.563	2019-07-25	WNV_84784_12766_Cq_NV_070252019_2019.563	Public	CLARK	NV
WNV	WNV_85426_12853_Ct_NV_070292019_2019.574	2019-07-29	WNV_85426_12853_Ct_NV_070292019_2019.574	Public	CLARK	NV
WNV	WNV_85457_12823_Cq_NV_070292019_2019.574	2019-07-29	WNV_85457_12823_Cq_NV_070292019_2019.574	Public	CLARK	NV
WNV	WNV_85850_12920_Cq_NV_08012019_2019.5822	2019-08-01	WNV_85850_12920_Cq_NV_08012019_2019.5822	Public	CLARK	NV
WNV	WNV_86652_12981_Cq_NV_08012019_2019.5822	2019-08-01	WNV_86652_12981_Cq_NV_08012019_2019.5822	Public	CLARK	NV
WNV	WNV_86926_13029_Cq_NV_08062019_2019.5959	2019-08-06	WNV_86926_13029_Cq_NV_08062019_2019.5959	Public	CLARK	NV
WNV	WNV_86935_13064_Cq_NV_08082019_2019.6014	2019-08-08	WNV_86935_13064_Cq_NV_08082019_2019.6014	Public	CLARK	NV
WNV	WNV_86945_13052_Cq_NV_08082019_2019.6014	2019-08-08	WNV_86945_13052_Cq_NV_08082019_2019.6014	Public	CLARK	NV
WNV	WNV_87659_13217_Cq_NV_080132019_2019.6151	2019-08-13	WNV_87659_13217_Cq_NV_080132019_2019.6151	Public	CLARK	NV
WNV	WNV_88273_13287_Cq_NV_080192019_2019.6315	2019-08-19	WNV_88273_13287_Cq_NV_080192019_2019.6315	Public	CLARK	NV
WNV	WNV_CoconinoCrow1_CoconinoCounty_AZ_09202019_2019.7192	2019-09-20	WNV_CoconinoCrow1_CoconinoCounty_AZ_09202019_2019.7192	Public	COCONINO	AZ
WNV	WNV_CoconinoCrow2_CoconinoCounty_AZ_09162019_2019.7082	2019-09-16	WNV_CoconinoCrow2_CoconinoCounty_AZ_09162019_2019.7082	Public	COCONINO	AZ
WNV	WNV_Raven_McPhearsonPark_CoconinoCounty_AZ_09162020_2019.7082	2019-09-16	WNV_Raven_McPhearsonPark_CoconinoCounty_AZ_09162020_2019.7082	Public	COCONINO	AZ
WNV	WNVSLE_82382_12345_Cq_NV_07082019_2019.5164	2019-07-08	WNVSLE_82382_12345_Cq_NV_07082019_2019.5164	Public	CLARK	NV
WNV	WNVSLE_82695_12417_Ct_NV_070112019_2019.5247	2019-07-11	WNVSLE_82695_12417_Ct_NV_070112019_2019.5247	Public	CLARK	NV
WNV	WNVSLE_82700_12419_Cs_NV_070112019_2019.5247	2019-07-11	WNVSLE_82700_12419_Cs_NV_070112019_2019.5247	Public	CLARK	NV
WNV	WNVSLE_83681_12573_Cq_NV_070172019_2019.5411	2019-07-17	WNVSLE_83681_12573_Cq_NV_070172019_2019.5411	Public	CLARK	NV
WNV	WNVSLE_84408_12666_Cq_NV_070232019_2019.5575	2019-07-23	WNVSLE_84408_12666_Cq_NV_070232019_2019.5575	Public	CLARK	NV
WNV	WNVSLE_84788_12769_Cq_NV_070252019_2019.563	2019-07-25	WNVSLE_84788_12769_Cq_NV_070252019_2019.563	Public	CLARK	NV
WNV	WNVSLE_84800_12778_Cq_NV_070252019_2019.563	2019-07-25	WNVSLE_84800_12778_Cq_NV_070252019_2019.563	Public	CLARK	NV
WNV	AF196835_Pc_NY_1999.71	1999-09-17	AF196835_Pc_NY_1999.71	Public	Public	NY
WNV	AF202541_Hs_NY_1999.66	1999-08-29	AF202541_Hs_NY_1999.66	Public	Public	NY
WNV	AF260967_Ec_NY_1999.5	1999-07-02	AF260967_Ec_NY_1999.5	Public	Public	NY
WNV	AF404753_Cb_MD_2000.5	2000-07-02	AF404753_Cb_MD_2000.5	Public	Public	MD
WNV	AF404754_Cp_NJ_2000.5	2000-07-02	AF404754_Cp_NJ_2000.5	Public	Public	NJ
WNV	AF404755_Bu_NY_2000.5	2000-07-02	AF404755_Bu_NY_2000.5	Public	Public	NY
WNV	AF404756_Cb_NY_2000.5	2000-07-02	AF404756_Cb_NY_2000.5	Public	Public	NY
WNV	AF533540_Hs_NY_2001.71	2001-09-17	AF533540_Hs_NY_2001.71	Public	Public	NY
WNV	AY289214_Hs_TX_2002.62	2002-08-15	AY289214_Hs_TX_2002.62	Public	Public	TX
WNV	AY646354_Hs_NY_2002.5	2002-07-02	AY646354_Hs_NY_2002.5	Public	Public	NY
WNV	AY712945_Zm_TX_2003.5	2003-07-02	AY712945_Zm_TX_2003.5	Public	Public	TX
WNV	AY712946_Cc_TX_2003.5	2003-07-02	AY712946_Cc_TX_2003.5	Public	Public	TX
WNV	AY712947_Cc_TX_2003.5	2003-07-02	AY712947_Cc_TX_2003.5	Public	Public	TX
WNV	AY712948_Cq_TX_2003.5	2003-07-02	AY712948_Cq_TX_2003.5	Public	Public	TX
WNV	AY795965_Hs_MI_2002.5	2002-07-02	AY795965_Hs_MI_2002.5	Public	Public	MI
WNV	DQ005530_Hs_UT_2003.5	2003-07-02	DQ005530_Hs_UT_2003.5	Public	Public	UT
WNV	DQ080051_Ct_AZ_2003.5	2003-07-02	DQ080051_Ct_AZ_2003.5	Public	Public	AZ
WNV	DQ080052_Ct_AZ_2003.5	2003-07-02	DQ080052_Ct_AZ_2003.5	Public	Public	AZ
WNV	DQ080053_Ct_AZ_2003.5	2003-07-02	DQ080053_Ct_AZ_2003.5	Public	Public	AZ
WNV	DQ080054_Cq_CA_2003.5	2003-07-02	DQ080054_Cq_CA_2003.5	Public	Public	CA
WNV	DQ080055_Ct_CA_2003.5	2003-07-02	DQ080055_Ct_CA_2003.5	Public	Public	CA
WNV	DQ080056_Ct_CA_2003.5	2003-07-02	DQ080056_Ct_CA_2003.5	Public	Public	CA
WNV	DQ080057_Cb_CA_2003.5	2003-07-02	DQ080057_Cb_CA_2003.5	Public	Public	CA
WNV	DQ080058_Cb_CA_2003.5	2003-07-02	DQ080058_Cb_CA_2003.5	Public	Public	CA
WNV	DQ080059_Pn_CA_2003.5	2003-07-02	DQ080059_Pn_CA_2003.5	Public	Public	CA
WNV	DQ080060_Cc_BCNM_2004.5	2004-07-02	DQ080060_Cc_BCNM_2004.5	Public	Public	BCNM
WNV	DQ080061_Ccs_LA_2004.5	2004-07-02	DQ080061_Ccs_LA_2004.5	Public	Public	LA
WNV	DQ080062_Cx_LA_2002.5	2002-07-02	DQ080062_Cx_LA_2002.5	Public	Public	LA
WNV	DQ080063_Cl_BCNM_2003.5	2003-07-02	DQ080063_Cl_BCNM_2003.5	Public	Public	BCNM
WNV	DQ080064_Fa_BCNM_2003.5	2003-07-02	DQ080064_Fa_BCNM_2003.5	Public	Public	BCNM
WNV	DQ080065_Qq_BCNM_2003.5	2003-07-02	DQ080065_Qq_BCNM_2003.5	Public	Public	BCNM
WNV	DQ080066_Px_BCNM_2003.5	2003-07-02	DQ080066_Px_BCNM_2003.5	Public	Public	BCNM
WNV	DQ080067_Bvs_BCNM_2003.5	2003-07-02	DQ080067_Bvs_BCNM_2003.5	Public	Public	BCNM
WNV	DQ080068_Ah_BCNM_2003.5	2003-07-02	DQ080068_Ah_BCNM_2003.5	Public	Public	BCNM
WNV	DQ080069_Ec_TAMM_2003.5	2003-07-02	DQ080069_Ec_TAMM_2003.5	Public	Public	TAMM
WNV	DQ080070_Qq_SONM_2003.5	2003-07-02	DQ080070_Qq_SONM_2003.5	Public	Public	SONM
WNV	DQ080071_Ec_FL_2002.5	2002-07-02	DQ080071_Ec_FL_2002.5	Public	Public	FL
WNV	DQ080072_Dc_FL_2001.5	2001-07-02	DQ080072_Dc_FL_2001.5	Public	Public	FL
WNV	DQ164186_Cb_NY_2002.5	2002-07-02	DQ164186_Cb_NY_2002.5	Public	Public	NY
WNV	DQ164187_Cb_NY_2002.5	2002-07-02	DQ164187_Cb_NY_2002.5	Public	Public	NY
WNV	DQ164188_Cb_NY_2003.5	2003-07-02	DQ164188_Cb_NY_2003.5	Public	Public	NY
WNV	DQ164189_Cb_NY_2003.5	2003-07-02	DQ164189_Cb_NY_2003.5	Public	Public	NY
WNV	DQ164190_Cb_NY_2003.5	2003-07-02	DQ164190_Cb_NY_2003.5	Public	Public	NY
WNV	DQ164191_Cb_NY_2003.5	2003-07-02	DQ164191_Cb_NY_2003.5	Public	Public	NY
WNV	DQ164192_Cb_NY_2003.5	2003-07-02	DQ164192_Cb_NY_2003.5	Public	Public	NY
WNV	DQ164193_Cb_NY_2002.5	2002-07-02	DQ164193_Cb_NY_2002.5	Public	Public	NY
WNV	DQ164194_Cb_NY_2001.5	2001-07-02	DQ164194_Cb_NY_2001.5	Public	Public	NY
WNV	DQ164195_Cx_NY_2002.5	2002-07-02	DQ164195_Cx_NY_2002.5	Public	Public	NY
WNV	DQ164196_Hs_GA_2002.5	2002-07-02	DQ164196_Hs_GA_2002.5	Public	Public	GA
WNV	DQ164197_Hs_GA_2002.5	2002-07-02	DQ164197_Hs_GA_2002.5	Public	Public	GA
WNV	DQ164198_Hs_TX_2002.5	2002-07-02	DQ164198_Hs_TX_2002.5	Public	Public	TX
WNV	DQ164199_Hs_TX_2003.5	2003-07-02	DQ164199_Hs_TX_2003.5	Public	Public	TX
WNV	DQ164200_Hs_IN_2002.5	2002-07-02	DQ164200_Hs_IN_2002.5	Public	Public	IN
WNV	DQ164201_Hs_AZ_2004.5	2004-07-02	DQ164201_Hs_AZ_2004.5	Public	Public	AZ
WNV	DQ164202_Hs_OH_2002.5	2002-07-02	DQ164202_Hs_OH_2002.5	Public	Public	OH
WNV	DQ164203_Ph_CO_2003.5	2003-07-02	DQ164203_Ph_CO_2003.5	Public	Public	CO
WNV	DQ164204_Bj_CO_2003.5	2003-07-02	DQ164204_Bj_CO_2003.5	Public	Public	CO
WNV	DQ164205_Hs_TX_2002.5	2002-07-02	DQ164205_Hs_TX_2002.5	Public	Public	TX
WNV	DQ164206_Cc_TX_2004.5	2004-07-02	DQ164206_Cc_TX_2004.5	Public	Public	TX
WNV	DQ176637_Qq_TX_2002.5	2002-07-02	DQ176637_Qq_TX_2002.5	Public	Public	TX
WNV	DQ431693_Hs_TX_2003.6	2003-08-07	DQ431693_Hs_TX_2003.6	Public	Public	TX
WNV	DQ431694_Hs_TX_2003.62	2003-08-15	DQ431694_Hs_TX_2003.62	Public	Public	TX
WNV	DQ431695_Hs_IL_2003.5	2003-07-02	DQ431695_Hs_IL_2003.5	Public	Public	IL
WNV	DQ431696_Hs_WI_2003.7	2003-09-13	DQ431696_Hs_WI_2003.7	Public	Public	WI
WNV	DQ431697_Hs_FL_2003.56	2003-07-24	DQ431697_Hs_FL_2003.56	Public	Public	FL
WNV	DQ431698_Hs_FL_2003.65	2003-08-26	DQ431698_Hs_FL_2003.65	Public	Public	FL
WNV	DQ431699_Hs_FL_2003.73	2003-09-24	DQ431699_Hs_FL_2003.73	Public	Public	FL
WNV	DQ431700_Hs_CA_2004.5	2004-07-02	DQ431700_Hs_CA_2004.5	Public	Public	CA
WNV	DQ431701_Hs_CO_2004.53	2004-07-12	DQ431701_Hs_CO_2004.53	Public	Public	CO
WNV	DQ431702_Hs_CO_2004.57	2004-07-27	DQ431702_Hs_CO_2004.57	Public	Public	CO
WNV	DQ431703_Hs_CO_2004.57	2004-07-27	DQ431703_Hs_CO_2004.57	Public	Public	CO
WNV	DQ431704_Hs_CO_2004.57	2004-07-27	DQ431704_Hs_CO_2004.57	Public	Public	CO
WNV	DQ431705_Hs_SD_2004.52	2004-07-09	DQ431705_Hs_SD_2004.52	Public	Public	SD
WNV	DQ431706_Hs_NM_2004.57	2004-07-27	DQ431706_Hs_NM_2004.57	Public	Public	NM
WNV	DQ431707_Hs_NM_2004.58	2004-07-31	DQ431707_Hs_NM_2004.58	Public	Public	NM
WNV	DQ431708_Hs_CA_2004.54	2004-07-16	DQ431708_Hs_CA_2004.54	Public	Public	CA
WNV	DQ431709_Hs_CA_2004.54	2004-07-16	DQ431709_Hs_CA_2004.54	Public	Public	CA
WNV	DQ431710_Hs_CA_2004.58	2004-07-31	DQ431710_Hs_CA_2004.58	Public	Public	CA
WNV	DQ431711_Hs_AZ_2004.5	2004-07-02	DQ431711_Hs_AZ_2004.5	Public	Public	AZ
WNV	DQ431712_Hs_AZ_2004.57	2004-07-27	DQ431712_Hs_AZ_2004.57	Public	Public	AZ
WNV	DQ666448_Hs_AZ_2004.5	2004-07-02	DQ666448_Hs_AZ_2004.5	Public	Public	AZ
WNV	DQ666449_Hs_TX_2005.5	2005-07-02	DQ666449_Hs_TX_2005.5	Public	Public	TX
WNV	DQ666450_Hs_TX_2005.5	2005-07-02	DQ666450_Hs_TX_2005.5	Public	Public	TX
WNV	DQ666451_Hs_AZ_2005.5	2005-07-02	DQ666451_Hs_AZ_2005.5	Public	Public	AZ
WNV	DQ666452_Hs_SD_2005.5	2005-07-02	DQ666452_Hs_SD_2005.5	Public	Public	SD
WNV	DQ983578_Cn_FL_2003.5	2003-07-02	DQ983578_Cn_FL_2003.5	Public	Public	FL
WNV	FJ151394_Cb_NY_1999.5	1999-07-02	FJ151394_Cb_NY_1999.5	Public	Public	NY
WNV	GQ507468_Hs_TX_2005.59	2005-08-04	GQ507468_Hs_TX_2005.59	Public	Public	TX
WNV	GQ507469_Hs_NM_2005.67	2005-09-02	GQ507469_Hs_NM_2005.67	Public	Public	NM
WNV	GQ507470_Hs_TX_2006.66	2006-08-29	GQ507470_Hs_TX_2006.66	Public	Public	TX
WNV	GQ507471_Hs_TX_2007.48	2007-06-25	GQ507471_Hs_TX_2007.48	Public	Public	TX
WNV	GQ507472_Hs_CA_2003.53	2003-07-13	GQ507472_Hs_CA_2003.53	Public	Public	CA
WNV	GQ507473_Hs_CA_2004.56	2004-07-23	GQ507473_Hs_CA_2004.56	Public	Public	CA
WNV	GQ507474_Hs_CA_2004.66	2004-08-29	GQ507474_Hs_CA_2004.66	Public	Public	CA
WNV	GQ507475_Hs_CA_2004.49	2004-06-28	GQ507475_Hs_CA_2004.49	Public	Public	CA
WNV	GQ507476_Hs_CA_2005.57	2005-07-28	GQ507476_Hs_CA_2005.57	Public	Public	CA
WNV	GQ507477_Hs_CA_2005.58	2005-07-31	GQ507477_Hs_CA_2005.58	Public	Public	CA
WNV	GQ507478_Hs_CA_2005.65	2005-08-26	GQ507478_Hs_CA_2005.65	Public	Public	CA
WNV	GQ507479_Hs_AZ_2005.69	2005-09-09	GQ507479_Hs_AZ_2005.69	Public	Public	AZ
WNV	GQ507480_Hs_CA_2005.76	2005-10-05	GQ507480_Hs_CA_2005.76	Public	Public	CA
WNV	GQ507481_Hs_NE_2006.64	2006-08-22	GQ507481_Hs_NE_2006.64	Public	Public	NE
WNV	GQ507482_Hs_AZ_2006.67	2006-09-02	GQ507482_Hs_AZ_2006.67	Public	Public	AZ
WNV	GQ507483_Hs_CA_2007.59	2007-08-04	GQ507483_Hs_CA_2007.59	Public	Public	CA
WNV	GQ507484_Hs_CA_2007.63	2007-08-18	GQ507484_Hs_CA_2007.63	Public	Public	CA
WNV	KF704147.1_Cq_AZ_2010.6	2010-07-31	KF704147.1_Cq_AZ_2010.6	Public	Public	AZ
WNV	KF704153.1_Cq_AZ_2010.58	2010-08-07	KF704153.1_Cq_AZ_2010.58	Public	Public	AZ
WNV	KF704158.1_Cq_AZ_2010.58	2010-07-31	KF704158.1_Cq_AZ_2010.58	Public	Public	AZ
WNV	KR348915.1_Ct_CA_2011.66	2011-08-29	KR348915.1_Ct_CA_2011.66	Public	Public	CA
WNV	KR348916.1_Ct_CA_2008.63	2008-08-18	KR348916.1_Ct_CA_2008.63	Public	Public	CA
WNV	KR348917.1_Ct_CA_2008.37	2008-05-15	KR348917.1_Ct_CA_2008.37	Public	Public	CA
WNV	KR348918.1_Cp_CA_2011.9	2011-11-25	KR348918.1_Cp_CA_2011.9	Public	Public	CA
WNV	KR348919.1_Ct_CA_2009.58	2009-07-31	KR348919.1_Ct_CA_2009.58	Public	Public	CA
WNV	KR348920.1_Ct_CA_2009.18	2009-03-07	KR348920.1_Ct_CA_2009.18	Public	Public	CA
WNV	KR348921.1_Cp_CA_2009.18	2009-03-07	KR348921.1_Cp_CA_2009.18	Public	Public	CA
WNV	KR348922.1_Ct_CA_2009.63	2009-08-18	KR348922.1_Ct_CA_2009.63	Public	Public	CA
WNV	KR348923.1_Ct_CA_2003.63	2003-08-18	KR348923.1_Ct_CA_2003.63	Public	Public	CA
WNV	KR348924.1_Ct_CA_2003.63	2003-08-18	KR348924.1_Ct_CA_2003.63	Public	Public	CA
WNV	KR348925.1_Ct_CA_2003.63	2003-08-18	KR348925.1_Ct_CA_2003.63	Public	Public	CA
WNV	KR348926.1_Ct_CA_2008.93	2008-12-06	KR348926.1_Ct_CA_2008.93	Public	Public	CA
WNV	KR348927.1_Ct_CA_2003.7	2003-09-13	KR348927.1_Ct_CA_2003.7	Public	Public	CA
WNV	KR348928.1_Ct_CA_2007.77	2007-10-09	KR348928.1_Ct_CA_2007.77	Public	Public	CA
WNV	KR348929.1_Ct_CA_2008.77	2008-10-08	KR348929.1_Ct_CA_2008.77	Public	Public	CA
WNV	KR348930.1_Ct_CA_2009.02	2009-01-08	KR348930.1_Ct_CA_2009.02	Public	Public	CA
WNV	KR348931.1_Ct_CA_2009.02	2009-01-08	KR348931.1_Ct_CA_2009.02	Public	Public	CA
WNV	KR348932.1_Ct_CA_2007.72	2007-09-20	KR348932.1_Ct_CA_2007.72	Public	Public	CA
WNV	KR348933.1_Ct_CA_2008.19	2008-03-10	KR348933.1_Ct_CA_2008.19	Public	Public	CA
WNV	KR348934.1_Ct_CA_2007.72	2007-09-20	KR348934.1_Ct_CA_2007.72	Public	Public	CA
WNV	KR348935.1_Ct_CA_2005.41	2005-05-30	KR348935.1_Ct_CA_2005.41	Public	Public	CA
WNV	KR348936.1_Cq_CA_2008.74	2008-09-27	KR348936.1_Cq_CA_2008.74	Public	Public	CA
WNV	KR348937.1_Ct_CA_2010.6	2010-08-07	KR348937.1_Ct_CA_2010.6	Public	Public	CA
WNV	KR348938.1_Ct_CA_2011.13	2011-02-17	KR348938.1_Ct_CA_2011.13	Public	Public	CA
WNV	KR348939.1_Ct_CA_2005.47	2005-06-21	KR348939.1_Ct_CA_2005.47	Public	Public	CA
WNV	KR348940.1_Ct_CA_2010.6	2010-08-07	KR348940.1_Ct_CA_2010.6	Public	Public	CA
WNV	KR348941.1_Ct_CA_2011.66	2011-08-29	KR348941.1_Ct_CA_2011.66	Public	Public	CA
WNV	KR348942.1_Ct_CA_2011.66	2011-08-29	KR348942.1_Ct_CA_2011.66	Public	Public	CA
WNV	KR348943.1_Ct_CA_2004.29	2004-04-16	KR348943.1_Ct_CA_2004.29	Public	Public	CA
WNV	KR348944.1_Ct_CA_2010.7	2010-09-13	KR348944.1_Ct_CA_2010.7	Public	Public	CA
WNV	KR348945.1_Ct_CA_2004.29	2004-04-16	KR348945.1_Ct_CA_2004.29	Public	Public	CA
WNV	KR348946.1_Cq_CA_2008.56	2008-07-23	KR348946.1_Cq_CA_2008.56	Public	Public	CA
WNV	KR348947.1_Cq_CA_2007.72	2007-09-20	KR348947.1_Cq_CA_2007.72	Public	Public	CA
WNV	KR348948.1_Cq_CA_2004.63	2004-08-18	KR348948.1_Cq_CA_2004.63	Public	Public	CA
WNV	KR348949.1_Cq_CA_2004.65	2004-08-25	KR348949.1_Cq_CA_2004.65	Public	Public	CA
WNV	KR348950.1_Cq_CA_2008.39	2008-05-22	KR348950.1_Cq_CA_2008.39	Public	Public	CA
WNV	KR348951.1_Cq_CA_2004.38	2004-05-19	KR348951.1_Cq_CA_2004.38	Public	Public	CA
WNV	KR348952.1_Cq_CA_2007.8	2007-10-19	KR348952.1_Cq_CA_2007.8	Public	Public	CA
WNV	KR348953.1_Cq_CA_2008.74	2008-09-27	KR348953.1_Cq_CA_2008.74	Public	Public	CA
WNV	KR348954.1_Cq_CA_2010.85	2010-11-07	KR348954.1_Cq_CA_2010.85	Public	Public	CA
WNV	KR348955.1_Cq_CA_2007.36	2007-05-12	KR348955.1_Cq_CA_2007.36	Public	Public	CA
WNV	KR348956.1_Cq_CA_2010.94	2010-12-10	KR348956.1_Cq_CA_2010.94	Public	Public	CA
WNV	KR348957.1_Cq_CA_2010.94	2010-12-10	KR348957.1_Cq_CA_2010.94	Public	Public	CA
WNV	KR348958.1_Cq_CA_2011.11	2011-02-10	KR348958.1_Cq_CA_2011.11	Public	Public	CA
WNV	KR348959.1_Cq_CA_2011.11	2011-02-10	KR348959.1_Cq_CA_2011.11	Public	Public	CA
WNV	KR348960.1_Cq_CA_2011.11	2011-02-10	KR348960.1_Cq_CA_2011.11	Public	Public	CA
WNV	KR348961.1_Cq_CA_2011.11	2011-02-10	KR348961.1_Cq_CA_2011.11	Public	Public	CA
WNV	KR348962.1_Cq_CA_2011.11	2011-02-10	KR348962.1_Cq_CA_2011.11	Public	Public	CA
WNV	KR348963.1_Cs_CA_2011.11	2011-02-10	KR348963.1_Cs_CA_2011.11	Public	Public	CA
WNV	KR348964.1_Cq_CA_2011.82	2011-10-27	KR348964.1_Cq_CA_2011.82	Public	Public	CA
WNV	KR348965.1_Cq_CA_2011.82	2011-10-27	KR348965.1_Cq_CA_2011.82	Public	Public	CA
WNV	KR348966.1_Cq_CA_2011.82	2011-10-27	KR348966.1_Cq_CA_2011.82	Public	Public	CA
WNV	KR348967.1_Cq_CA_2011.88	2011-11-18	KR348967.1_Cq_CA_2011.88	Public	Public	CA
WNV	KR348968.1_Cq_CA_2008.56	2008-07-23	KR348968.1_Cq_CA_2008.56	Public	Public	CA
WNV	KR348969.1_Cs_CA_2011.48	2011-06-25	KR348969.1_Cs_CA_2011.48	Public	Public	CA
WNV	KR348970.1_Cq_CA_2008.56	2008-07-23	KR348970.1_Cq_CA_2008.56	Public	Public	CA
WNV	KR348971.1_Cs_CA_2011.5	2011-07-02	KR348971.1_Cs_CA_2011.5	Public	Public	CA
WNV	KR348972.1_Cq_CA_2011.43	2011-06-06	KR348972.1_Cq_CA_2011.43	Public	Public	CA
WNV	KR348973.1_Cq_CA_2011.43	2011-06-06	KR348973.1_Cq_CA_2011.43	Public	Public	CA
WNV	KR348974.1_Cs_CA_2004.19	2004-03-10	KR348974.1_Cs_CA_2004.19	Public	Public	CA
WNV	KR348975.1_Cq_CA_2004.19	2004-03-10	KR348975.1_Cq_CA_2004.19	Public	Public	CA
WNV	KR348976.1_Ct_CA_2011.55	2011-07-20	KR348976.1_Ct_CA_2011.55	Public	Public	CA
WNV	KR348977.1_Ct_CA_2011.62	2011-08-15	KR348977.1_Ct_CA_2011.62	Public	Public	CA
WNV	KR348978.1_Cq_CA_2008.49	2008-06-28	KR348978.1_Cq_CA_2008.49	Public	Public	CA
WNV	KR348979.1_Cq_CA_2004.53	2004-07-12	KR348979.1_Cq_CA_2004.53	Public	Public	CA
WNV	KR348980.1_Ct_CA_2011.02	2011-01-08	KR348980.1_Ct_CA_2011.02	Public	Public	CA
WNV	KR348981.1_Ct_CA_2011.02	2011-01-08	KR348981.1_Ct_CA_2011.02	Public	Public	CA
WNV	KR348982.1_Ct_CA_2011.02	2011-01-08	KR348982.1_Ct_CA_2011.02	Public	Public	CA
WNV	KR348983.1_Cq_CA_2011.02	2011-01-08	KR348983.1_Cq_CA_2011.02	Public	Public	CA
WNV	KR348984.1_Cq_CA_2011.02	2011-01-08	KR348984.1_Cq_CA_2011.02	Public	Public	CA
WNV	KR348985.1_Ct_CA_2007.62	2007-08-15	KR348985.1_Ct_CA_2007.62	Public	Public	CA
WNV	KR348986.1_Ct_CA_2007.62	2007-08-15	KR348986.1_Ct_CA_2007.62	Public	Public	CA
WNV	KR348987.1_Ct_CA_2008.78	2008-10-12	KR348987.1_Ct_CA_2008.78	Public	Public	CA
WNV	KR348988.1_Cq_CA_2008.94	2008-12-10	KR348988.1_Cq_CA_2008.94	Public	Public	CA
WNV	KR348989.1_Ct_CA_2007.86	2007-11-10	KR348989.1_Ct_CA_2007.86	Public	Public	CA
WNV	KR348990.1_Cq_CA_2007.7	2007-09-13	KR348990.1_Cq_CA_2007.7	Public	Public	CA
WNV	KR348991.1_Cq_CA_2007.7	2007-09-13	KR348991.1_Cq_CA_2007.7	Public	Public	CA
WNV	KR348992.1_Cq_CA_2006.73	2006-09-24	KR348992.1_Cq_CA_2006.73	Public	Public	CA
WNV	KR348993.1_Ct_CA_2011.55	2011-07-20	KR348993.1_Ct_CA_2011.55	Public	Public	CA
WNV	KR348994.1_Cp_CA_2005.65	2005-08-26	KR348994.1_Cp_CA_2005.65	Public	Public	CA
WNV	KR348995.1_Ct_CA_2005.64	2005-08-22	KR348995.1_Ct_CA_2005.64	Public	Public	CA
WNV	KR348996.1_Ct_CA_2004.61	2004-08-11	KR348996.1_Ct_CA_2004.61	Public	Public	CA
